0.74453  1.39243
0.34270  1.39392
0.11109  1.38645
0.42234  1.39509
0.08111  1.38504
0.85644  1.38875
0.49880  1.39553
0.47881  1.39548
0.69081  1.39369
0.83459  1.38958
0.46290  1.39540
0.57764  1.39528
0.53397  1.39551
0.02589  1.38218
0.76981  1.39172
0.60114  1.39507
0.90883  1.38654
0.48938  1.39551
0.53599  1.39550
0.49669  1.39552
0.43764  1.39523
0.34968  1.39405
0.92192  1.38594
0.06039  1.38401
0.85989  1.38861
0.97199  1.38347
0.84890  1.38904
0.25188  1.39171
0.20579  1.39024
0.09677  1.38579
0.30187  1.39305
0.72848  1.39284
0.05540  1.38375
0.27396  1.39234
0.28977  1.39275
0.56573  1.39537
0.85518  1.38880
0.21610  1.39059
0.80173  1.39072
0.81685  1.39021
0.21368  1.39051
0.08873  1.38541
0.55717  1.39541
0.52479  1.39553
0.86412  1.38844
0.93316  1.38541
0.13896  1.38767
0.54446  1.39547
0.51922  1.39553
0.29350  1.39284
0.31102  1.39326
0.46071  1.39539
0.19124  1.38972
0.13566  1.38753
0.25021  1.39166
0.53801  1.39549
0.06994  1.38449
0.50428  1.39553
0.81287  1.39035
0.94305  1.38493
0.68727  1.39377
0.28475  1.39262
0.26047  1.39196
0.01052  1.38133
0.61916  1.39487
0.40619  1.39491
0.48850  1.39551
0.53996  1.39549
0.23148  1.39109
0.83951  1.38940
0.34563  1.39398
0.61754  1.39489
0.14506  1.38792
0.57733  1.39529
0.15499  1.38833
0.24622  1.39155
0.92885  1.38561
0.21439  1.39053
0.81905  1.39013
0.77348  1.39161
0.61402  1.39493
0.82279  1.39000
0.62059  1.39485
0.25254  1.39173
0.61571  1.39491
0.10295  1.38608
0.94196  1.38498
0.12605  1.38711
0.54300  1.39548
0.61417  1.39493
0.98750  1.38265
0.03557  1.38271
0.73846  1.39259
0.59592  1.39513
0.28241  1.39256
0.83269  1.38965
0.61204  1.39495
0.09057  1.38549
0.26616  1.39212
0.58513  1.39522
0.39406  1.39476
0.89752  1.38704
0.92918  1.38560
0.26078  1.39197
0.62934  1.39474
0.21840  1.39066
0.84419  1.38922
0.95322  1.38443
0.95048  1.38456
0.60128  1.39507
0.50460  1.39553
0.74191  1.39250
0.60967  1.39498
0.13025  1.38730
0.94387  1.38489
0.20881  1.39034
0.20171  1.39009
0.42507  1.39512
0.71421  1.39318
0.05070  1.38351
0.59110  1.39517
0.36742  1.39436
0.44922  1.39532
0.31312  1.39331
0.45420  1.39535
0.02465  1.38212
0.12142  1.38691
0.34987  1.39406
0.08522  1.38524
0.73567  1.39266
0.38698  1.39466
0.39196  1.39473
0.29022  1.39276
0.00633  1.38109
0.94182  1.38499
0.44590  1.39530
0.73330  1.39272
0.75057  1.39227
0.90542  1.38669
0.37496  1.39448
0.00856  1.38122
0.54112  1.39548
0.91427  1.38629
0.33328  1.39374
0.82339  1.38998
0.19677  1.38992
0.81067  1.39042
0.99571  1.38220
0.90405  1.38675
0.04670  1.38330
0.72517  1.39292
0.17035  1.38894
0.81286  1.39035
0.15427  1.38830
0.59238  1.39516
0.70280  1.39344
0.61490  1.39492
0.24779  1.39159
0.03719  1.38280
0.02640  1.38221
0.89634  1.38709
0.95567  1.38431
0.39885  1.39482
0.11845  1.38678
0.74029  1.39254
0.55196  1.39544
0.90543  1.38669
0.96663  1.38375
0.96071  1.38405
0.92923  1.38560
0.60628  1.39502
0.29955  1.39299
0.81078  1.39042
0.08469  1.38521
0.25150  1.39170
0.30088  1.39302
0.97699  1.38321
0.45630  1.39537
0.46763  1.39543
0.20567  1.39023
0.47999  1.39548
0.91638  1.38620
0.11007  1.38640
0.11187  1.38648
0.99287  1.38236
0.82492  1.38993
0.82369  1.38997
0.45877  1.39538
0.49845  1.39553
0.98335  1.38287
0.56258  1.39538
0.49989  1.39553
0.41061  1.39496
0.59750  1.39511
0.01232  1.38143
0.69165  1.39368
0.62943  1.39474
0.95616  1.38428
0.62928  1.39474
0.33362  1.39374
0.16135  1.38858
0.72644  1.39289
0.92112  1.38598
0.52528  1.39552
0.17091  1.38896
0.84065  1.38935
0.90338  1.38678
0.68042  1.39390
0.72018  1.39304
0.44994  1.39532
0.59512  1.39513
0.48929  1.39551
0.15949  1.38851
0.41058  1.39496
0.38019  1.39456
0.50451  1.39553
0.64548  1.39451
0.07896  1.38493
0.93254  1.38544
0.00595  1.38107
0.64916  1.39445
0.66555  1.39417
0.75914  1.39203
0.66766  1.39414
0.47145  1.39545
0.14687  1.38800
0.78047  1.39140
0.89462  1.38717
0.68148  1.39388
0.38372  1.39461
0.47821  1.39548
0.74478  1.39242
0.33468  1.39377
0.03486  1.38267
0.17678  1.38918
0.72194  1.39300
0.69373  1.39363
0.49636  1.39552
0.87782  1.38788
0.67531  1.39400
0.67351  1.39403
0.10895  1.38635
